"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13"
"ENSG00000000003" 11.9918586471447 10.7091785257173 10.9721183168187 10.7846403892228 13.568692636572 7.96733674109182 6.02480950533529 11.063615029078 11.6071475981826 11.299783656804 11.771465188187 10.6381711084414 11.8096625376687
"ENSG00000000419" 7.76620710228253 9.13828693301769 8.23961525315842 5.98884341011386 2.89355998771826 5.78410804877436 11.0163173937687 7.63933415337242 7.86119873279876 7.82807351579019 8.87946245630069 8.50671018491677 8.11261229049455
"ENSG00000000457" 7.68572956284463 6.34578570252008 7.14839992590557 7.7418075346921 2.2716601047376 3.77683709620147 2.40926867386066 6.53572364967459 6.01823576266126 4.43150839417703 6.811188577812 4.07677973792621 7.04375691274925
"ENSG00000000460" 1.86974361596761 4.20896199492612 2.24084102973617 3.70649565253827 1.8735383126719 1.87288474208046 1.88504014693552 2.41658477665159 4.0166069191752 3.67548886077937 1.86225298461797 1.8635798062567 1.86263316533992
"ENSG00000000938" 7.88523857991363 7.44344933302592 10.9083013594047 8.25338021271967 6.96238967595847 12.6030270526752 14.3785538996378 3.46680661733551 8.81588518765259 9.02510375319734 1.76573028791924 6.54654315658047 7.02107199834018
"ENSG00000000971" 10.2933512968234 8.17288094518582 8.86633894650006 10.5833029602462 7.18792527875075 10.5478915516618 3.56355250913478 9.01519455069803 8.3395531827383 9.99674501343077 8.02992826868338 9.48228468295585 9.20453681916712
"ENSG00000001036" 7.22486611893755 7.17398374206444 8.09080754926674 5.17731486983209 2.20849443922839 2.19831216722324 3.83138430051576 6.38465587836639 7.50216477264486 7.02027173002141 5.83920299724427 4.56861323830856 7.7200242397618
"ENSG00000001084" 9.68862693619048 9.6537325130928 9.07549663871556 9.48472516803134 3.70035776598743 3.3697109939827 4.80432162991469 10.4048162551703 9.82925740864578 10.1049354893756 10.1048938310119 8.56893824584691 9.81113635518863
"ENSG00000001167" 3.00283439761782 6.01989810997935 4.31956425456998 4.85135577542209 2.75743139148927 4.57361093994961 6.71614772129771 5.6557845369767 4.67275895010613 2.89865494249604 5.3555841260969 6.26437646905709 4.70697670300661
"ENSG00000001460" 2.39489243152605 4.50319544108609 2.82228210065319 6.40961899959508 5.34431048825675 2.46682394508745 2.10052830874439 1.97981294387717 5.02897810431679 1.98050654278203 6.59924277263718 4.09782648608939 5.31663428873166
"ENSG00000001461" 10.2322033446948 9.09407551696186 9.07328813197939 9.82806675527785 9.14097635802278 10.085561834297 2.99181802638886 10.262952258077 9.40340586679286 10.0216523356093 9.80072324806326 9.5060621695876 9.49745744083975
"ENSG00000001497" 8.41526896923508 6.98468429517582 6.39974759057404 3.25635639483838 2.5879749890411 2.56762439396538 2.1212105266754 6.8750849138438 4.33791635326338 4.58193763855021 6.10684310013896 5.7886772826615 6.07217093274956
"ENSG00000001561" 10.3632102662545 8.33038091282885 7.66606382461955 8.44186839987635 11.6848761586411 9.4177254671731 4.58894404832337 9.80457280883097 9.80979512153026 9.75526879320352 9.83578017993422 6.98073744885414 10.1322566455488
"ENSG00000001617" 4.02321173995097 7.25099283026772 7.1199645759265 7.68520046067744 2.43030771046591 10.6917837705649 2.63016091396154 8.04992179559625 7.71443302231157 7.8184361729795 7.49021203657914 9.07588919287696 8.3283921197618
"ENSG00000001626" 1.68169510032512 1.63934575927916 4.15544998319077 3.80953774314466 1.69715158238387 1.69451941361705 1.7416164311733 3.99581034571224 1.65561045437823 4.72539158436157 1.64986116492958 5.35441109646969 5.30388702169283
"ENSG00000001629" 9.45815058420643 8.68511357085369 8.6914469322489 9.13710752006565 2.35197569612289 3.91948505520749 9.71475751764407 8.30758234450423 8.25612870781362 9.0282768847109 9.35196594835357 7.84556943944695 9.2085229819521
"ENSG00000001631" 3.60344995066301 6.66763301132351 6.20749181975901 7.77979662756261 2.76094305284386 2.74015357306617 2.31974370878805 6.35698592550404 8.34683891378311 6.76288693090552 7.21535299593245 6.24132855071322 6.8814770042238
"ENSG00000002330" 7.23057338097559 7.82967097550379 7.90476776185024 4.71396702921976 2.66989279809735 3.02840517513402 3.43127728333885 5.87993487167927 7.83206477825669 4.52574025873324 7.4641219408575 2.96917024747924 7.29115354680725
"ENSG00000002549" 9.74714244790894 8.4265345769542 9.26731889478541 10.6899618637031 4.2483548885976 3.62199376150821 4.36450253007223 8.39461940524749 8.80489987548293 9.7491543613163 8.92377990228407 8.20827581734009 9.53828541337863
"ENSG00000002586" 7.77405699590688 9.01220758250745 8.94151479656236 7.40069259353767 3.74570999454064 5.84046830805723 9.32197653051324 5.38727363107697 9.65997819800198 7.85323892154355 8.6345861763154 8.74179337010015 9.23936660204195
"ENSG00000002587" 10.66239587404 8.95681812824356 8.44373290697987 10.3245038528379 10.6685091825686 9.91653089930517 5.65694334278524 9.95423299421768 10.2791357166478 9.86608569210838 10.4844153915129 10.820319613656 10.3675872638752
"ENSG00000002822" 1.78868539226411 6.3566400329366 5.3382455099014 7.2055417309896 2.47845214790306 1.83469043316708 2.77867797441081 7.49993296621845 1.68801961193192 6.18361664385094 5.2347312752186 7.21285368053647 5.80914234194717
"ENSG00000002834" 11.4840797280667 10.3251072423107 11.2886782435248 11.1177642346528 12.4686857000934 13.1556896601343 14.3372827402464 11.092156043583 11.9387627378722 11.2961988952665 10.962793613278 10.758187000828 11.172672825229
"ENSG00000002919" 7.12905314904116 7.65746448514895 6.91028847128548 7.45433771537297 2.59555537143417 10.7785992839838 10.2563970786878 7.45204012678485 6.37330063982818 7.76025649074272 7.08291650262548 2.02122591104669 7.68640287987626
"ENSG00000002933" 5.74325511541659 3.91671782029699 6.01995298069942 6.04308465611739 7.82856671169108 2.23312876115444 3.00930464090639 1.45625372081959 1.44844155323534 5.70810065301851 1.42719477285487 6.69638685421746 2.78065846076027
"ENSG00000003056" 2.42846397753059 6.91790385212045 6.25549902997682 7.61235681211522 1.9246932752302 1.91510838938415 2.85980166761645 4.93758128498005 5.41497396263402 7.36855409722225 7.00485853418109 3.35666438424163 7.04020445525114
"ENSG00000003147" 3.20974746424635 5.77254565403628 5.11281306084305 7.41834294142862 2.76398777428471 2.19890148109009 2.33972440124335 6.18393238455431 6.0922181317022 7.46415253649387 6.42095448948353 7.13676437358389 7.35982382940244
"ENSG00000003249" 1.17267157905398 4.80555482399218 1.14578463332124 1.14632912251425 1.64898428811931 1.18497221860965 1.22968741191618 1.14955611694736 3.30237433433323 4.14201072446044 2.03466596696477 1.14750377792892 4.13728434137514
"ENSG00000003393" 0.773092393126555 5.69805937995148 3.85691905328858 0.698394323308037 0.812513481089823 0.805931906947125 0.916756151338852 0.70790371970299 0.701793115330989 0.709258103097816 6.52120441837218 4.38649194868859 5.31024718695241
"ENSG00000003400" 1.89380817224777 6.29439321356214 7.00299593616181 7.57831690988257 1.95057190661005 1.94111610055716 2.09938074727423 4.70200255921031 7.34171504691826 6.1885860116193 6.98037805992269 4.73328197499665 6.24989215376997
"ENSG00000003402" 10.9371345923516 9.7978089014644 11.8400149834108 11.0062545343614 13.2559135558503 13.0980666900923 13.5899385568537 10.2767642699323 11.2646240301375 11.0351741256493 10.8959046703313 11.0137076391608 10.6944641505476
"ENSG00000003436" 2.95916692902903 8.5781612160999 3.91229477933117 6.03106913990551 1.51058890422609 9.80960433641516 9.66112997068757 2.23950533186099 6.89686005298625 6.84069231819912 6.22608922665063 7.1272396076982 6.41094791393736
"ENSG00000003509" 1.93021418733984 5.20654855508413 1.46735287972644 1.7532581371069 2.01915274487471 2.00447542241857 1.58630566931923 5.29374948552432 4.235763119676 5.55017501734668 1.46172147403782 1.46983686234179 4.73820745548175
"ENSG00000003756" 7.30368573741531 8.74352078621707 7.28496272317524 8.24338364318492 3.16825755749937 8.5133297823891 9.68401219385116 7.44245731611537 8.72314606185858 7.87089982569017 7.83686006841989 7.08355852957235 7.85556858522556
"ENSG00000003989" 1.46384240099943 7.40872460027058 1.798030569476 5.45907706743475 2.19689779393099 2.56613887506718 1.65418806474872 5.67976870183663 2.11637050115713 3.68347379962317 6.77812956732186 4.45117579743792 6.99140061680019
"ENSG00000004139" 7.196882199179 7.35182079103103 6.44312340460085 2.24788257662197 2.02349534608943 2.57718927177499 2.14725448780485 5.75124721959848 6.0670631829628 6.05894339496032 6.13376887245743 2.25946452672664 6.10334705402456
"ENSG00000004142" 9.23875470706402 8.76327993329824 4.2919391132858 8.78411034993144 10.4809827218357 8.96107962755566 11.5142063536089 7.48307570961548 8.23230843962655 8.86290101015264 8.74375135057845 9.76228369879786 8.05257740448937
"ENSG00000004399" 1.90910947993392 4.93919934276202 4.49376298800246 2.18256922753259 2.21512714286533 2.20566020799817 1.9399097910899 2.91499728905127 2.49080422897049 3.43334374112085 2.03417699509171 3.61903511779108 3.11819786245248
"ENSG00000004455" 10.7156168235243 10.3464369534618 9.70011820393517 9.6277340889009 11.7407182124351 10.363335646124 10.2049159201123 10.2302727163027 10.3766456995743 9.7374501162447 9.71681372369556 10.5797867428612 9.39860738686715
"ENSG00000004468" 2.35804509389399 7.23151539663845 5.78462726787607 9.26068490210751 3.3161158753887 10.1712606475212 3.79331309676378 5.50416225193618 8.73548612091672 7.60597633858043 9.1305200245935 4.78128688249153 8.81410685574906
"ENSG00000004478" 8.97241432631217 9.66759166709348 7.61540525827593 7.52278171159922 11.6937523881526 8.21201892389652 2.45843393413556 8.91799871738238 7.31963510007896 7.76369607993978 7.39395114243041 8.294998696998 7.92200965682841
"ENSG00000004487" 1.89101418672816 7.12954827256398 3.75491130341401 7.6352152451072 2.5856139148641 2.56469811503572 2.10894015323216 7.74931060193097 6.7991407924604 5.97462894598797 6.52513770109665 5.43064170476094 6.84296030888606
"ENSG00000004534" 6.83467869041501 8.15211040658589 8.23288854125384 8.01965812628154 2.3516692627615 8.63262694570094 3.28773099088468 7.13719192413216 7.52715736686188 7.68816602843561 7.27674442405055 4.72535607670579 6.94164254331887
"ENSG00000004660" 5.75812842494938 4.7143023046383 4.68527613708786 0.755115329478321 0.929174288026278 1.725684619566 9.20210335908261 0.770222815351 4.80533869635613 1.3578589573322 0.73383541902863 0.760649757177978 4.31717377680701
"ENSG00000004700" 2.68084854087236 7.35699207572495 6.57096002127371 7.0554533350096 2.25351046232567 2.77465493200403 3.07013898891631 6.9450855416464 4.1788502199138 6.5676427209362 7.045226928989 5.94721493295905 6.80906944284008
"ENSG00000004766" 3.20174337520729 6.21609325207527 5.07826419537026 6.29747663719182 2.73353352138077 2.73065730685346 2.78273158979223 6.00261432969463 5.19322057978026 5.73155667978583 4.78129594141947 5.92790376933886 5.81047875851255
"ENSG00000004779" 9.7548551703823 10.1033056795004 10.0556365835972 10.0391778742629 8.1847549056555 11.3995405796068 3.72351025532695 9.44956900674571 9.54737767391726 9.0241225534745 10.3531340250237 10.1569760589006 9.52011967670974
"ENSG00000004799" 2.06837586014257 7.05674170736823 6.46122789082803 6.64854914219402 3.38321215529471 8.28023366729992 2.29223518462706 2.66730753935767 6.35727263282693 7.03888350201987 7.50885048757216 6.73921575768897 6.48437082583327
"ENSG00000004838" 3.41418330762783 7.69887944100331 1.63417806636857 3.12011916190266 9.72830811827189 3.05256880951111 3.82077699849684 7.05885522869404 7.97022488819608 8.45638664459846 8.42901352882522 7.98502511163321 8.51681507298557
"ENSG00000004864" 7.96854055014495 7.77937264072797 4.41509376400298 7.23059197134055 3.20011626330442 5.70675541402056 7.53377347008785 6.31486084496875 7.94448591042272 8.11431589665363 7.760529578662 7.28787290936906 7.69407476514982
